<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.15	07:20:00	1.77845	1.77857	1.77839	1.77850	50	0	39
2019.08.15	07:21:00	1.77849	1.77852	1.77842	1.77845	34	0	39
2019.08.15	07:22:00	1.77842	1.77850	1.77838	1.77838	38	0	40
2019.08.15	07:23:00	1.77838	1.77840	1.77817	1.77818	28	0	36
2019.08.15	07:24:00	1.77818	1.77820	1.77815	1.77815	33	0	38
2019.08.15	07:25:00	1.77815	1.77827	1.77812	1.77822	31	0	38
2019.08.15	07:26:00	1.77822	1.77826	1.77814	1.77820	29	0	40
2019.08.15	07:27:00	1.77817	1.77828	1.77817	1.77825	28	0	38
2019.08.15	07:28:00	1.77828	1.77829	1.77818	1.77820	42	0	36
2019.08.15	07:29:00	1.77820	1.77822	1.77806	1.77807	35	0	42
2019.08.15	07:30:00	1.77807	1.77826	1.77807	1.77820	44	0	39
2019.08.15	07:31:00	1.77818	1.77836	1.77815	1.77825	18	0	38
2019.08.15	07:32:00	1.77825	1.77876	1.77824	1.77872	44	0	39
2019.08.15	07:33:00	1.77872	1.77878	1.77866	1.77868	30	0	37
2019.08.15	07:34:00	1.77868	1.77869	1.77844	1.77848	39	0	38
2019.08.15	07:35:00	1.77848	1.77851	1.77835	1.77837	33	0	39
2019.08.15	07:36:00	1.77827	1.77827	1.77812	1.77812	6	0	40
2019.08.15	07:37:00	1.77812	1.77818	1.77794	1.77804	16	0	37
2019.08.15	07:38:00	1.77805	1.77808	1.77798	1.77800	8	0	40
2019.08.15	07:39:00	1.77800	1.77801	1.77791	1.77794	21	0	42
2019.08.15	07:40:00	1.77794	1.77796	1.77791	1.77791	10	0	42
2019.08.15	07:41:00	1.77792	1.77801	1.77792	1.77792	23	0	43
2019.08.15	07:42:00	1.77792	1.77796	1.77786	1.77792	7	0	41
2019.08.15	07:43:00	1.77788	1.77794	1.77788	1.77792	9	0	45
2019.08.15	07:44:00	1.77795	1.77795	1.77792	1.77792	2	0	50
2019.08.15	07:45:00	1.77792	1.77798	1.77792	1.77792	12	0	43
2019.08.15	07:46:00	1.77792	1.77802	1.77792	1.77799	17	0	43
2019.08.15	07:47:00	1.77797	1.77799	1.77789	1.77790	12	0	44
2019.08.15	07:48:00	1.77790	1.77792	1.77776	1.77788	23	0	46
2019.08.15	07:49:00	1.77788	1.77788	1.77779	1.77780	24	0	37
2019.08.15	07:50:00	1.77780	1.77784	1.77772	1.77779	13	0	42
2019.08.15	07:51:00	1.77779	1.77784	1.77775	1.77775	12	0	46
2019.08.15	07:52:00	1.77774	1.77780	1.77755	1.77757	19	0	42
2019.08.15	07:53:00	1.77757	1.77761	1.77752	1.77757	20	0	43
2019.08.15	07:54:00	1.77757	1.77757	1.77749	1.77753	40	0	43
2019.08.15	07:55:00	1.77750	1.77760	1.77750	1.77752	52	0	47
2019.08.15	07:56:00	1.77755	1.77755	1.77748	1.77748	30	0	44
2019.08.15	07:57:00	1.77749	1.77753	1.77735	1.77738	32	0	45
2019.08.15	07:58:00	1.77738	1.77738	1.77703	1.77720	43	0	41
2019.08.15	07:59:00	1.77720	1.77734	1.77718	1.77734	52	0	44
2019.08.15	08:00:00	1.77726	1.77741	1.77718	1.77727	35	0	39
2019.08.15	08:01:00	1.77727	1.77727	1.77680	1.77682	51	0	39
2019.08.15	08:02:00	1.77683	1.77718	1.77682	1.77717	35	0	45
2019.08.15	08:03:00	1.77717	1.77718	1.77690	1.77693	22	0	43
2019.08.15	08:04:00	1.77693	1.77696	1.77691	1.77692	14	0	43
2019.08.15	08:05:00	1.77692	1.77705	1.77684	1.77687	30	0	43
2019.08.15	08:06:00	1.77699	1.77699	1.77665	1.77666	28	0	45
2019.08.15	08:07:00	1.77666	1.77667	1.77660	1.77664	15	0	46
2019.08.15	08:08:00	1.77664	1.77667	1.77660	1.77667	28	0	35
2019.08.15	08:09:00	1.77667	1.77667	1.77625	1.77634	18	0	30
2019.08.15	08:10:00	1.77631	1.77647	1.77631	1.77641	14	0	41
2019.08.15	08:11:00	1.77641	1.77642	1.77628	1.77629	19	0	44
2019.08.15	08:12:00	1.77629	1.77651	1.77629	1.77651	47	0	44
2019.08.15	08:13:00	1.77649	1.77649	1.77636	1.77641	24	0	46
2019.08.15	08:14:00	1.77641	1.77644	1.77629	1.77629	38	0	44
2019.08.15	08:15:00	1.77629	1.77650	1.77628	1.77650	34	0	42
2019.08.15	08:16:00	1.77650	1.77664	1.77650	1.77663	19	0	45
2019.08.15	08:17:00	1.77663	1.77677	1.77663	1.77676	10	0	45
2019.08.15	08:18:00	1.77676	1.77678	1.77661	1.77678	19	0	38
2019.08.15	08:19:00	1.77678	1.77678	1.77655	1.77660	10	0	40
2019.08.15	08:20:00	1.77661	1.77666	1.77650	1.77650	19	0	40
2019.08.15	08:21:00	1.77654	1.77665	1.77653	1.77665	24	0	34
2019.08.15	08:22:00	1.77659	1.77669	1.77654	1.77663	33	0	40
2019.08.15	08:23:00	1.77663	1.77673	1.77662	1.77667	9	0	37
2019.08.15	08:24:00	1.77667	1.77667	1.77643	1.77644	6	0	38
2019.08.15	08:25:00	1.77644	1.77645	1.77634	1.77645	15	0	32
2019.08.15	08:26:00	1.77645	1.77645	1.77629	1.77633	10	0	35
2019.08.15	08:27:00	1.77633	1.77650	1.77633	1.77647	26	0	40
2019.08.15	08:28:00	1.77649	1.77652	1.77641	1.77646	18	0	45
2019.08.15	08:29:00	1.77646	1.77658	1.77646	1.77656	36	0	42
2019.08.15	08:30:00	1.77654	1.77654	1.77621	1.77622	44	0	42
2019.08.15	08:31:00	1.77622	1.77649	1.77622	1.77638	30	0	42
2019.08.15	08:32:00	1.77638	1.77646	1.77638	1.77644	10	0	41
2019.08.15	08:33:00	1.77644	1.77664	1.77644	1.77664	13	0	34
2019.08.15	08:34:00	1.77664	1.77664	1.77657	1.77662	13	0	34
2019.08.15	08:35:00	1.77662	1.77662	1.77648	1.77650	13	0	36
2019.08.15	08:36:00	1.77653	1.77655	1.77632	1.77654	23	0	37
2019.08.15	08:37:00	1.77654	1.77660	1.77649	1.77655	22	0	44
2019.08.15	08:38:00	1.77655	1.77676	1.77655	1.77673	20	0	46
2019.08.15	08:39:00	1.77673	1.77674	1.77665	1.77673	20	0	40
2019.08.15	08:40:00	1.77671	1.77673	1.77665	1.77668	18	0	43
2019.08.15	08:41:00	1.77670	1.77679	1.77664	1.77675	27	0	43
2019.08.15	08:42:00	1.77675	1.77682	1.77668	1.77674	23	0	41
2019.08.15	08:43:00	1.77673	1.77677	1.77670	1.77676	19	0	42
2019.08.15	08:44:00	1.77676	1.77722	1.77676	1.77722	18	0	41
2019.08.15	08:45:00	1.77722	1.77726	1.77691	1.77691	12	0	37
2019.08.15	08:46:00	1.77691	1.77709	1.77691	1.77703	7	0	40
2019.08.15	08:47:00	1.77710	1.77715	1.77702	1.77714	13	0	36
2019.08.15	08:48:00	1.77714	1.77720	1.77714	1.77720	5	0	39
2019.08.15	08:49:00	1.77720	1.77736	1.77717	1.77730	15	0	40
2019.08.15	08:50:00	1.77730	1.77773	1.77726	1.77769	44	0	44
2019.08.15	08:51:00	1.77769	1.77819	1.77769	1.77814	40	0	47
2019.08.15	08:52:00	1.77814	1.77835	1.77811	1.77835	38	0	41
2019.08.15	08:53:00	1.77835	1.77836	1.77813	1.77813	28	0	44
2019.08.15	08:54:00	1.77819	1.77830	1.77816	1.77828	31	0	43
2019.08.15	08:55:00	1.77828	1.77830	1.77815	1.77815	16	0	34
2019.08.15	08:56:00	1.77815	1.77819	1.77815	1.77815	4	0	40
2019.08.15	08:57:00	1.77815	1.77817	1.77784	1.77785	12	0	30
2019.08.15	08:58:00	1.77791	1.77804	1.77780	1.77797	34	0	39
2019.08.15	08:59:00	1.77797	1.77797	1.77771	1.77772	18	0	44
2019.08.15	09:00:00	1.77770	1.77775	1.77748	1.77763	68	0	45
2019.08.15	09:01:00	1.77763	1.77779	1.77745	1.77779	58	0	39
2019.08.15	09:02:00	1.77779	1.77809	1.77779	1.77797	83	0	39
2019.08.15	09:03:00	1.77794	1.77811	1.77794	1.77796	45	0	42
2019.08.15	09:04:00	1.77797	1.77820	1.77797	1.77818	68	0	40
2019.08.15	09:05:00	1.77821	1.77834	1.77819	1.77833	45	0	40
2019.08.15	09:06:00	1.77833	1.77846	1.77801	1.77809	72	0	39
2019.08.15	09:07:00	1.77810	1.77817	1.77801	1.77817	61	0	38
2019.08.15	09:08:00	1.77813	1.77819	1.77778	1.77789	61	0	40
2019.08.15	09:09:00	1.77782	1.77795	1.77772	1.77774	31	0	40
2019.08.15	09:10:00	1.77774	1.77779	1.77765	1.77767	41	0	38
2019.08.15	09:11:00	1.77768	1.77773	1.77761	1.77771	25	0	44
2019.08.15	09:12:00	1.77771	1.77777	1.77748	1.77748	31	0	36
2019.08.15	09:13:00	1.77747	1.77750	1.77736	1.77742	56	0	41
2019.08.15	09:14:00	1.77741	1.77768	1.77741	1.77764	23	0	39
2019.08.15	09:15:00	1.77760	1.77766	1.77760	1.77762	29	0	41
2019.08.15	09:16:00	1.77762	1.77764	1.77758	1.77758	36	0	42
2019.08.15	09:17:00	1.77761	1.77809	1.77758	1.77777	94	0	38
2019.08.15	09:18:00	1.77776	1.77785	1.77775	1.77779	101	0	41
2019.08.15	09:19:00	1.77780	1.77789	1.77779	1.77783	76	0	41
2019.08.15	09:20:00	1.77789	1.77830	1.77788	1.77828	53	0	36
2019.08.15	09:21:00	1.77823	1.77842	1.77822	1.77835	71	0	41
2019.08.15	09:22:00	1.77834	1.77835	1.77783	1.77788	71	0	35
2019.08.15	09:23:00	1.77787	1.77789	1.77765	1.77771	90	0	39
2019.08.15	09:24:00	1.77768	1.77786	1.77765	1.77777	59	0	39
2019.08.15	09:25:00	1.77779	1.77799	1.77779	1.77799	65	0	36
2019.08.15	09:26:00	1.77800	1.77805	1.77787	1.77802	59	0	38
2019.08.15	09:27:00	1.77801	1.77802	1.77788	1.77792	57	0	38
2019.08.15	09:28:00	1.77792	1.77799	1.77777	1.77790	59	0	36
2019.08.15	09:29:00	1.77790	1.77798	1.77778	1.77778	50	0	34
2019.08.15	09:30:00	1.77780	1.77809	1.77773	1.77802	65	0	32
2019.08.15	09:31:00	1.77804	1.77804	1.77781	1.77791	77	0	39
2019.08.15	09:32:00	1.77794	1.77807	1.77787	1.77789	67	0	39
2019.08.15	09:33:00	1.77788	1.77803	1.77785	1.77800	53	0	35
2019.08.15	09:34:00	1.77801	1.77812	1.77786	1.77800	71	0	40
2019.08.15	09:35:00	1.77799	1.77810	1.77770	1.77775	75	0	36
2019.08.15	09:36:00	1.77774	1.77781	1.77767	1.77776	69	0	37
2019.08.15	09:37:00	1.77777	1.77809	1.77773	1.77777	87	0	36
2019.08.15	09:38:00	1.77779	1.77803	1.77696	1.77730	157	0	42
2019.08.15	09:39:00	1.77733	1.77820	1.77681	1.77759	177	0	49
2019.08.15	09:40:00	1.77757	1.77885	1.77757	1.77816	137	0	36
2019.08.15	09:41:00	1.77813	1.77969	1.77812	1.77929	163	0	34
2019.08.15	09:42:00	1.77927	1.77945	1.77877	1.77889	158	0	41
2019.08.15	09:43:00	1.77887	1.77906	1.77752	1.77780	140	0	37
2019.08.15	09:44:00	1.77782	1.77855	1.77780	1.77843	100	0	42
2019.08.15	09:45:00	1.77843	1.77868	1.77806	1.77807	138	0	39
2019.08.15	09:46:00	1.77803	1.77897	1.77799	1.77864	138	0	37
2019.08.15	09:47:00	1.77865	1.77884	1.77849	1.77882	80	0	35
2019.08.15	09:48:00	1.77882	1.77896	1.77860	1.77890	75	0	41
2019.08.15	09:49:00	1.77888	1.77945	1.77880	1.77907	95	0	43
2019.08.15	09:50:00	1.77906	1.77979	1.77899	1.77964	97	0	41
2019.08.15	09:51:00	1.77962	1.77997	1.77937	1.77948	110	0	30
2019.08.15	09:52:00	1.77944	1.77975	1.77944	1.77970	96	0	36
2019.08.15	09:53:00	1.77970	1.77971	1.77923	1.77923	104	0	40
2019.08.15	09:54:00	1.77922	1.77932	1.77882	1.77884	92	0	40
2019.08.15	09:55:00	1.77884	1.77891	1.77866	1.77883	96	0	40
2019.08.15	09:56:00	1.77884	1.77980	1.77884	1.77979	86	0	31
2019.08.15	09:57:00	1.77978	1.78015	1.77971	1.77979	46	0	30
2019.08.15	09:58:00	1.77979	1.77991	1.77966	1.77982	72	0	37
2019.08.15	09:59:00	1.77985	1.78006	1.77976	1.77976	108	0	40
2019.08.15	10:00:00	1.77976	1.78009	1.77947	1.77999	116	0	38
2019.08.15	10:01:00	1.77995	1.78010	1.77941	1.77990	146	0	36
2019.08.15	10:02:00	1.77990	1.78017	1.77976	1.77988	147	0	36
2019.08.15	10:03:00	1.77985	1.78022	1.77979	1.78022	135	0	32
2019.08.15	10:04:00	1.78022	1.78039	1.78016	1.78026	120	0	30
2019.08.15	10:05:00	1.78025	1.78050	1.78008	1.78050	118	0	35
2019.08.15	10:06:00	1.78045	1.78069	1.78040	1.78063	113	0	41
2019.08.15	10:07:00	1.78063	1.78107	1.78047	1.78073	111	0	38
2019.08.15	10:08:00	1.78074	1.78111	1.78066	1.78087	129	0	40
2019.08.15	10:09:00	1.78088	1.78121	1.78064	1.78121	108	0	41
2019.08.15	10:10:00	1.78116	1.78120	1.78086	1.78093	94	0	40
2019.08.15	10:11:00	1.78093	1.78125	1.78091	1.78125	91	0	38
2019.08.15	10:12:00	1.78126	1.78184	1.78125	1.78149	98	0	30
2019.08.15	10:13:00	1.78154	1.78158	1.78098	1.78155	134	0	35
2019.08.15	10:14:00	1.78155	1.78159	1.78106	1.78121	123	0	35
2019.08.15	10:15:00	1.78121	1.78121	1.78045	1.78069	97	0	43
2019.08.15	10:16:00	1.78074	1.78076	1.78052	1.78057	43	0	40
2019.08.15	10:17:00	1.78057	1.78081	1.78016	1.78069	70	0	42
2019.08.15	10:18:00	1.78071	1.78072	1.78038	1.78045	56	0	40
2019.08.15	10:19:00	1.78047	1.78061	1.78036	1.78054	82	0	41
2019.08.15	10:20:00	1.78054	1.78065	1.78054	1.78062	54	0	41
2019.08.15	10:21:00	1.78064	1.78064	1.78029	1.78034	51	0	40
2019.08.15	10:22:00	1.78034	1.78036	1.78004	1.78011	36	0	42
2019.08.15	10:23:00	1.78011	1.78016	1.77983	1.78000	59	0	41
2019.08.15	10:24:00	1.78001	1.78028	1.78001	1.78026	59	0	40
2019.08.15	10:25:00	1.78026	1.78049	1.78026	1.78030	38	0	38
2019.08.15	10:26:00	1.78031	1.78034	1.78017	1.78028	49	0	39
2019.08.15	10:27:00	1.78029	1.78041	1.78027	1.78041	41	0	36
2019.08.15	10:28:00	1.78041	1.78044	1.78034	1.78035	43	0	35
2019.08.15	10:29:00	1.78035	1.78035	1.78007	1.78009	39	0	36
2019.08.15	10:30:00	1.78009	1.78018	1.77982	1.77991	66	0	39
2019.08.15	10:31:00	1.77991	1.78078	1.77988	1.78075	66	0	30
2019.08.15	10:32:00	1.78074	1.78076	1.78025	1.78042	59	0	31
2019.08.15	10:33:00	1.78042	1.78070	1.78033	1.78066	73	0	34
2019.08.15	10:34:00	1.78072	1.78115	1.78065	1.78101	89	0	30
2019.08.15	10:35:00	1.78101	1.78108	1.78085	1.78104	88	0	36
2019.08.15	10:36:00	1.78104	1.78104	1.78067	1.78068	64	0	38
2019.08.15	10:37:00	1.78068	1.78100	1.78068	1.78082	73	0	33
2019.08.15	10:38:00	1.78081	1.78082	1.78051	1.78066	77	0	39
2019.08.15	10:39:00	1.78063	1.78064	1.78029	1.78059	84	0	38
2019.08.15	10:40:00	1.78059	1.78075	1.78041	1.78043	65	0	40
2019.08.15	10:41:00	1.78043	1.78055	1.78033	1.78050	88	0	39
2019.08.15	10:42:00	1.78050	1.78084	1.78045	1.78081	49	0	38
2019.08.15	10:43:00	1.78081	1.78093	1.78078	1.78082	53	0	33
2019.08.15	10:44:00	1.78082	1.78083	1.78042	1.78052	52	0	39
2019.08.15	10:45:00	1.78052	1.78058	1.78007	1.78056	74	0	38
2019.08.15	10:46:00	1.78063	1.78078	1.78059	1.78071	65	0	34
2019.08.15	10:47:00	1.78071	1.78112	1.78071	1.78083	84	0	35
2019.08.15	10:48:00	1.78083	1.78116	1.78083	1.78111	94	0	35
2019.08.15	10:49:00	1.78114	1.78151	1.78101	1.78101	67	0	34
2019.08.15	10:50:00	1.78105	1.78114	1.78054	1.78075	67	0	34
2019.08.15	10:51:00	1.78077	1.78092	1.78065	1.78068	57	0	35
2019.08.15	10:52:00	1.78069	1.78081	1.78057	1.78081	100	0	37
2019.08.15	10:53:00	1.78077	1.78109	1.78067	1.78108	102	0	39
2019.08.15	10:54:00	1.78101	1.78146	1.78088	1.78140	87	0	35
2019.08.15	10:55:00	1.78136	1.78143	1.78071	1.78123	112	0	37
2019.08.15	10:56:00	1.78123	1.78127	1.78098	1.78118	100	0	34
2019.08.15	10:57:00	1.78118	1.78124	1.78100	1.78105	89	0	38
2019.08.15	10:58:00	1.78096	1.78119	1.78088	1.78103	89	0	40
2019.08.15	10:59:00	1.78103	1.78142	1.78094	1.78118	98	0	40
2019.08.15	11:00:00	1.78118	1.78148	1.78108	1.78148	115	0	39
2019.08.15	11:01:00	1.78150	1.78152	1.78110	1.78113	119	0	40
2019.08.15	11:02:00	1.78112	1.78207	1.78109	1.78194	117	0	30
2019.08.15	11:03:00	1.78195	1.78195	1.78147	1.78151	57	0	38
2019.08.15	11:04:00	1.78152	1.78164	1.78137	1.78142	63	0	39
2019.08.15	11:05:00	1.78144	1.78148	1.78122	1.78148	64	0	37
2019.08.15	11:06:00	1.78149	1.78178	1.78142	1.78176	63	0	40
2019.08.15	11:07:00	1.78176	1.78204	1.78175	1.78191	37	0	41
2019.08.15	11:08:00	1.78202	1.78204	1.78180	1.78188	36	0	33
2019.08.15	11:09:00	1.78188	1.78195	1.78161	1.78166	85	0	38
2019.08.15	11:10:00	1.78166	1.78199	1.78150	1.78185	62	0	38
2019.08.15	11:11:00	1.78184	1.78213	1.78176	1.78183	66	0	39
2019.08.15	11:12:00	1.78183	1.78203	1.78178	1.78199	35	0	39
2019.08.15	11:13:00	1.78199	1.78199	1.78176	1.78179	32	0	38
2019.08.15	11:14:00	1.78179	1.78202	1.78154	1.78198	72	0	40
2019.08.15	11:15:00	1.78199	1.78247	1.78178	1.78232	84	0	36
2019.08.15	11:16:00	1.78231	1.78237	1.78190	1.78199	101	0	36
2019.08.15	11:17:00	1.78200	1.78207	1.78185	1.78188	63	0	38
2019.08.15	11:18:00	1.78188	1.78220	1.78174	1.78182	101	0	39
2019.08.15	11:19:00	1.78173	1.78195	1.78165	1.78191	48	0	38
2019.08.15	11:20:00	1.78193	1.78199	1.78183	1.78196	44	0	38
2019.08.15	11:21:00	1.78194	1.78201	1.78152	1.78152	99	0	37
2019.08.15	11:22:00	1.78150	1.78165	1.78136	1.78160	69	0	36
2019.08.15	11:23:00	1.78160	1.78169	1.78143	1.78147	96	0	40
2019.08.15	11:24:00	1.78147	1.78153	1.78122	1.78126	106	0	38
2019.08.15	11:25:00	1.78126	1.78164	1.78108	1.78147	112	0	35
2019.08.15	11:26:00	1.78147	1.78189	1.78137	1.78185	125	0	37
2019.08.15	11:27:00	1.78189	1.78195	1.78172	1.78172	35	0	33
2019.08.15	11:28:00	1.78172	1.78198	1.78172	1.78191	30	0	39
2019.08.15	11:29:00	1.78191	1.78192	1.78127	1.78144	43	0	39
2019.08.15	11:30:00	1.78144	1.78286	1.78140	1.78263	63	0	38
2019.08.15	11:31:00	1.78261	1.78261	1.78208	1.78212	55	0	35
2019.08.15	11:32:00	1.78215	1.78280	1.78212	1.78261	98	0	42
2019.08.15	11:33:00	1.78261	1.78270	1.78226	1.78261	82	0	40
2019.08.15	11:34:00	1.78261	1.78289	1.78243	1.78268	115	0	34
2019.08.15	11:35:00	1.78270	1.78270	1.78168	1.78206	83	0	37
2019.08.15	11:36:00	1.78206	1.78217	1.78198	1.78214	46	0	37
2019.08.15	11:37:00	1.78213	1.78234	1.78180	1.78194	84	0	37
2019.08.15	11:38:00	1.78195	1.78206	1.78171	1.78189	87	0	37
2019.08.15	11:39:00	1.78189	1.78202	1.78139	1.78142	90	0	37
2019.08.15	11:40:00	1.78142	1.78162	1.78129	1.78151	85	0	37
2019.08.15	11:41:00	1.78151	1.78191	1.78148	1.78180	72	0	39
2019.08.15	11:42:00	1.78178	1.78223	1.78176	1.78222	59	0	38
2019.08.15	11:43:00	1.78222	1.78263	1.78220	1.78256	56	0	37
2019.08.15	11:44:00	1.78256	1.78256	1.78218	1.78225	79	0	38
2019.08.15	11:45:00	1.78226	1.78250	1.78215	1.78220	72	0	37
2019.08.15	11:46:00	1.78216	1.78229	1.78179	1.78181	68	0	38
2019.08.15	11:47:00	1.78180	1.78193	1.78167	1.78180	56	0	36
2019.08.15	11:48:00	1.78180	1.78220	1.78176	1.78214	63	0	39
2019.08.15	11:49:00	1.78213	1.78235	1.78213	1.78233	69	0	39
2019.08.15	11:50:00	1.78237	1.78254	1.78228	1.78232	72	0	38
2019.08.15	11:51:00	1.78232	1.78250	1.78228	1.78238	67	0	40
2019.08.15	11:52:00	1.78238	1.78268	1.78233	1.78261	87	0	37
2019.08.15	11:53:00	1.78261	1.78269	1.78245	1.78256	86	0	40
2019.08.15	11:54:00	1.78259	1.78274	1.78253	1.78269	80	0	38
2019.08.15	11:55:00	1.78268	1.78363	1.78268	1.78345	90	0	35
2019.08.15	11:56:00	1.78346	1.78393	1.78318	1.78378	104	0	40
2019.08.15	11:57:00	1.78379	1.78452	1.78359	1.78452	100	0	33
2019.08.15	11:58:00	1.78452	1.78475	1.78431	1.78448	100	0	39
2019.08.15	11:59:00	1.78447	1.78475	1.78419	1.78440	127	0	35
2019.08.15	12:00:00	1.78440	1.78442	1.78369	1.78409	125	0	35
2019.08.15	12:01:00	1.78409	1.78478	1.78397	1.78460	142	0	38
2019.08.15	12:02:00	1.78460	1.78602	1.78448	1.78566	166	0	30
2019.08.15	12:03:00	1.78570	1.78591	1.78529	1.78580	172	0	39
2019.08.15	12:04:00	1.78579	1.78606	1.78508	1.78561	164	0	35
2019.08.15	12:05:00	1.78566	1.78612	1.78564	1.78602	163	0	33
2019.08.15	12:06:00	1.78601	1.78667	1.78545	1.78666	164	0	34
2019.08.15	12:07:00	1.78669	1.78693	1.78637	1.78684	159	0	35
2019.08.15	12:08:00	1.78681	1.78711	1.78616	1.78697	154	0	39
2019.08.15	12:09:00	1.78694	1.78719	1.78657	1.78664	144	0	40
2019.08.15	12:10:00	1.78664	1.78683	1.78644	1.78678	145	0	33
2019.08.15	12:11:00	1.78678	1.78734	1.78660	1.78706	152	0	39
2019.08.15	12:12:00	1.78705	1.78769	1.78696	1.78769	148	0	30
2019.08.15	12:13:00	1.78769	1.78771	1.78705	1.78705	125	0	37
2019.08.15	12:14:00	1.78706	1.78719	1.78633	1.78669	133	0	39
2019.08.15	12:15:00	1.78670	1.78727	1.78670	1.78718	137	0	39
2019.08.15	12:16:00	1.78718	1.78773	1.78710	1.78719	138	0	35
2019.08.15	12:17:00	1.78719	1.78752	1.78669	1.78698	154	0	33
2019.08.15	12:18:00	1.78699	1.78717	1.78617	1.78618	142	0	33
2019.08.15	12:19:00	1.78615	1.78699	1.78604	1.78694	121	0	36
2019.08.15	12:20:00	1.78695	1.78715	1.78686	1.78704	98	0	40
2019.08.15	12:21:00	1.78704	1.78729	1.78701	1.78714	115	0	32
2019.08.15	12:22:00	1.78713	1.78728	1.78686	1.78686	82	0	31
2019.08.15	12:23:00	1.78687	1.78703	1.78638	1.78645	87	0	35
2019.08.15	12:24:00	1.78642	1.78703	1.78629	1.78683	124	0	30
2019.08.15	12:25:00	1.78694	1.78697	1.78605	1.78606	109	0	39
2019.08.15	12:26:00	1.78603	1.78635	1.78594	1.78633	104	0	37
2019.08.15	12:27:00	1.78633	1.78672	1.78617	1.78671	107	0	39
2019.08.15	12:28:00	1.78671	1.78682	1.78657	1.78659	100	0	35
2019.08.15	12:29:00	1.78659	1.78668	1.78640	1.78656	89	0	36
2019.08.15	12:30:00	1.78654	1.78661	1.78621	1.78646	79	0	37
2019.08.15	12:31:00	1.78648	1.78697	1.78647	1.78695	105	0	36
2019.08.15	12:32:00	1.78696	1.78713	1.78685	1.78699	69	0	30
2019.08.15	12:33:00	1.78699	1.78712	1.78678	1.78700	74	0	36
2019.08.15	12:34:00	1.78698	1.78714	1.78669	1.78689	86	0	34
2019.08.15	12:35:00	1.78690	1.78690	1.78670	1.78673	58	0	40
2019.08.15	12:36:00	1.78673	1.78712	1.78673	1.78707	97	0	36
2019.08.15	12:37:00	1.78709	1.78716	1.78691	1.78712	95	0	36
2019.08.15	12:38:00	1.78710	1.78711	1.78619	1.78638	101	0	35
2019.08.15	12:39:00	1.78636	1.78671	1.78633	1.78666	97	0	43
2019.08.15	12:40:00	1.78666	1.78673	1.78652	1.78672	59	0	41
2019.08.15	12:41:00	1.78672	1.78702	1.78672	1.78686	51	0	38
2019.08.15	12:42:00	1.78685	1.78710	1.78681	1.78710	81	0	35
2019.08.15	12:43:00	1.78710	1.78711	1.78685	1.78692	88	0	35
2019.08.15	12:44:00	1.78692	1.78694	1.78680	1.78689	63	0	35
2019.08.15	12:45:00	1.78688	1.78718	1.78686	1.78710	83	0	35
2019.08.15	12:46:00	1.78712	1.78736	1.78707	1.78714	119	0	34
2019.08.15	12:47:00	1.78712	1.78732	1.78675	1.78678	130	0	35
2019.08.15	12:48:00	1.78679	1.78708	1.78679	1.78693	109	0	36
2019.08.15	12:49:00	1.78692	1.78719	1.78670	1.78695	99	0	33
2019.08.15	12:50:00	1.78696	1.78717	1.78690	1.78713	97	0	36
2019.08.15	12:51:00	1.78715	1.78741	1.78704	1.78729	97	0	38
2019.08.15	12:52:00	1.78729	1.78763	1.78693	1.78762	111	0	38
2019.08.15	12:53:00	1.78763	1.78823	1.78755	1.78786	134	0	39
2019.08.15	12:54:00	1.78787	1.78795	1.78779	1.78792	110	0	35
2019.08.15	12:55:00	1.78791	1.78797	1.78754	1.78758	110	0	40
2019.08.15	12:56:00	1.78758	1.78764	1.78741	1.78749	94	0	38
2019.08.15	12:57:00	1.78749	1.78749	1.78698	1.78727	91	0	41
2019.08.15	12:58:00	1.78728	1.78735	1.78708	1.78717	90	0	35
2019.08.15	12:59:00	1.78719	1.78719	1.78688	1.78693	74	0	41
2019.08.15	13:00:00	1.78694	1.78713	1.78674	1.78687	129	0	37
2019.08.15	13:01:00	1.78688	1.78713	1.78688	1.78705	83	0	35
2019.08.15	13:02:00	1.78701	1.78707	1.78661	1.78661	98	0	34
2019.08.15	13:03:00	1.78662	1.78723	1.78659	1.78718	89	0	33
2019.08.15	13:04:00	1.78718	1.78776	1.78714	1.78770	101	0	39
2019.08.15	13:05:00	1.78769	1.78776	1.78722	1.78728	111	0	35
2019.08.15	13:06:00	1.78728	1.78729	1.78683	1.78704	67	0	32
2019.08.15	13:07:00	1.78706	1.78735	1.78695	1.78698	73	0	34
2019.08.15	13:08:00	1.78698	1.78758	1.78697	1.78757	87	0	36
2019.08.15	13:09:00	1.78754	1.78761	1.78714	1.78717	86	0	39
2019.08.15	13:10:00	1.78719	1.78728	1.78677	1.78678	91	0	39
2019.08.15	13:11:00	1.78676	1.78726	1.78676	1.78707	78	0	36
2019.08.15	13:12:00	1.78707	1.78708	1.78642	1.78663	79	0	36
2019.08.15	13:13:00	1.78663	1.78695	1.78661	1.78688	91	0	36
2019.08.15	13:14:00	1.78689	1.78713	1.78678	1.78678	72	0	39
2019.08.15	13:15:00	1.78680	1.78722	1.78655	1.78720	114	0	38
2019.08.15	13:16:00	1.78716	1.78926	1.78716	1.78909	137	0	38
