<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.07	01:45:00	1.79867	1.79867	1.79826	1.79831	59	0	33
2019.08.07	01:46:00	1.79833	1.79833	1.79790	1.79795	19	0	44
2019.08.07	01:47:00	1.79795	1.79811	1.79793	1.79808	12	0	43
2019.08.07	01:48:00	1.79808	1.79808	1.79789	1.79794	8	0	42
2019.08.07	01:49:00	1.79794	1.79815	1.79791	1.79810	9	0	45
2019.08.07	01:50:00	1.79809	1.79811	1.79794	1.79797	16	0	48
2019.08.07	01:51:00	1.79797	1.79819	1.79797	1.79819	14	0	51
2019.08.07	01:52:00	1.79815	1.79820	1.79813	1.79819	14	0	45
2019.08.07	01:53:00	1.79819	1.79842	1.79817	1.79842	10	0	42
2019.08.07	01:54:00	1.79839	1.79844	1.79826	1.79838	11	0	44
2019.08.07	01:55:00	1.79838	1.79842	1.79838	1.79840	5	0	44
2019.08.07	01:56:00	1.79840	1.79849	1.79831	1.79849	8	0	41
2019.08.07	01:57:00	1.79849	1.79849	1.79837	1.79841	6	0	43
2019.08.07	01:58:00	1.79841	1.79843	1.79836	1.79838	8	0	45
2019.08.07	01:59:00	1.79838	1.79875	1.79838	1.79875	13	0	34
2019.08.07	02:00:00	1.79875	1.79899	1.79875	1.79897	13	0	45
2019.08.07	02:01:00	1.79897	1.79924	1.79897	1.79924	8	0	43
2019.08.07	02:02:00	1.79924	1.79931	1.79923	1.79925	9	0	45
2019.08.07	02:03:00	1.79925	1.79929	1.79924	1.79924	5	0	47
2019.08.07	02:04:00	1.79928	1.79931	1.79923	1.79923	5	0	49
2019.08.07	02:05:00	1.79923	1.79929	1.79923	1.79927	9	0	49
2019.08.07	02:06:00	1.79926	1.79928	1.79922	1.79924	10	0	50
2019.08.07	02:07:00	1.79924	1.79924	1.79901	1.79901	18	0	45
2019.08.07	02:08:00	1.79902	1.79909	1.79901	1.79901	9	0	47
2019.08.07	02:09:00	1.79901	1.79939	1.79900	1.79939	19	0	48
2019.08.07	02:10:00	1.79936	1.79941	1.79919	1.79922	16	0	49
2019.08.07	02:11:00	1.79921	1.79921	1.79910	1.79921	6	0	48
2019.08.07	02:12:00	1.79920	1.79925	1.79903	1.79903	10	0	44
2019.08.07	02:13:00	1.79899	1.79909	1.79896	1.79907	11	0	49
2019.08.07	02:14:00	1.79907	1.79909	1.79895	1.79904	13	0	49
2019.08.07	02:15:00	1.79903	1.79907	1.79899	1.79899	8	0	51
2019.08.07	02:16:00	1.79898	1.79920	1.79887	1.79911	24	0	47
2019.08.07	02:17:00	1.79913	1.79918	1.79886	1.79886	20	0	49
2019.08.07	02:18:00	1.79888	1.79891	1.79886	1.79890	14	0	48
2019.08.07	02:19:00	1.79888	1.79905	1.79866	1.79885	28	0	46
2019.08.07	02:20:00	1.79885	1.79890	1.79881	1.79884	14	0	47
2019.08.07	02:21:00	1.79884	1.79891	1.79884	1.79887	15	0	48
2019.08.07	02:22:00	1.79889	1.79889	1.79885	1.79886	11	0	47
2019.08.07	02:23:00	1.79885	1.79907	1.79884	1.79907	12	0	48
2019.08.07	02:24:00	1.79907	1.79907	1.79907	1.79907	1	0	49
2019.08.07	02:25:00	1.79907	1.79907	1.79903	1.79903	2	0	47
2019.08.07	02:26:00	1.79903	1.79910	1.79887	1.79895	21	0	45
2019.08.07	02:27:00	1.79890	1.79891	1.79866	1.79877	17	0	48
2019.08.07	02:28:00	1.79877	1.79892	1.79873	1.79883	15	0	46
2019.08.07	02:29:00	1.79881	1.79890	1.79878	1.79890	15	0	45
2019.08.07	02:30:00	1.79888	1.79888	1.79870	1.79870	27	0	47
2019.08.07	02:31:00	1.79870	1.79895	1.79867	1.79881	24	0	44
2019.08.07	02:32:00	1.79881	1.79881	1.79864	1.79879	19	0	47
2019.08.07	02:33:00	1.79876	1.79896	1.79866	1.79888	22	0	46
2019.08.07	02:34:00	1.79886	1.79903	1.79864	1.79864	12	0	47
2019.08.07	02:35:00	1.79864	1.79904	1.79863	1.79904	24	0	47
2019.08.07	02:36:00	1.79899	1.79916	1.79899	1.79910	23	0	44
2019.08.07	02:37:00	1.79910	1.79936	1.79909	1.79935	27	0	47
2019.08.07	02:38:00	1.79935	1.79944	1.79931	1.79944	30	0	47
2019.08.07	02:39:00	1.79952	1.79970	1.79952	1.79959	13	0	44
2019.08.07	02:40:00	1.79959	1.79974	1.79957	1.79966	17	0	44
2019.08.07	02:41:00	1.79963	1.79966	1.79953	1.79953	14	0	42
2019.08.07	02:42:00	1.79953	1.79959	1.79953	1.79955	13	0	46
2019.08.07	02:43:00	1.79955	1.79968	1.79955	1.79960	17	0	40
2019.08.07	02:44:00	1.79960	1.79961	1.79956	1.79960	6	0	43
2019.08.07	02:45:00	1.79954	1.79956	1.79937	1.79947	19	0	42
2019.08.07	02:46:00	1.79951	1.79963	1.79951	1.79957	16	0	46
2019.08.07	02:47:00	1.79957	1.79960	1.79950	1.79954	23	0	47
2019.08.07	02:48:00	1.79954	1.79959	1.79944	1.79945	14	0	42
2019.08.07	02:49:00	1.79943	1.79944	1.79900	1.79901	33	0	32
2019.08.07	02:50:00	1.79900	1.79906	1.79896	1.79902	27	0	42
2019.08.07	02:51:00	1.79904	1.79926	1.79901	1.79912	29	0	43
2019.08.07	02:52:00	1.79913	1.79946	1.79909	1.79917	35	0	41
2019.08.07	02:53:00	1.79917	1.79921	1.79895	1.79896	21	0	46
2019.08.07	02:54:00	1.79896	1.79905	1.79893	1.79898	21	0	46
2019.08.07	02:55:00	1.79898	1.79900	1.79888	1.79900	21	0	43
2019.08.07	02:56:00	1.79895	1.79903	1.79893	1.79895	21	0	46
2019.08.07	02:57:00	1.79895	1.79927	1.79888	1.79926	24	0	40
2019.08.07	02:58:00	1.79921	1.79934	1.79920	1.79928	20	0	44
2019.08.07	02:59:00	1.79931	1.79959	1.79922	1.79951	26	0	45
2019.08.07	03:00:00	1.79951	1.79974	1.79934	1.79956	33	0	41
2019.08.07	03:01:00	1.79959	1.79975	1.79941	1.79941	30	0	44
2019.08.07	03:02:00	1.79941	1.79961	1.79909	1.79909	36	0	44
2019.08.07	03:03:00	1.79908	1.79923	1.79899	1.79901	27	0	41
2019.08.07	03:04:00	1.79901	1.79932	1.79890	1.79904	29	0	45
2019.08.07	03:05:00	1.79902	1.79926	1.79894	1.79901	27	0	44
2019.08.07	03:06:00	1.79895	1.79899	1.79873	1.79899	22	0	41
2019.08.07	03:07:00	1.79899	1.79906	1.79868	1.79886	45	0	39
2019.08.07	03:08:00	1.79886	1.79900	1.79867	1.79897	24	0	39
2019.08.07	03:09:00	1.79896	1.79929	1.79869	1.79890	47	0	44
2019.08.07	03:10:00	1.79888	1.79889	1.79871	1.79886	15	0	46
2019.08.07	03:11:00	1.79886	1.79900	1.79864	1.79868	35	0	41
2019.08.07	03:12:00	1.79868	1.79871	1.79844	1.79845	23	0	40
2019.08.07	03:13:00	1.79845	1.79845	1.79840	1.79841	15	0	38
2019.08.07	03:14:00	1.79841	1.79857	1.79829	1.79831	25	0	44
2019.08.07	03:15:00	1.79833	1.79839	1.79825	1.79825	27	0	47
2019.08.07	03:16:00	1.79821	1.79821	1.79784	1.79813	19	0	43
2019.08.07	03:17:00	1.79813	1.79813	1.79779	1.79779	18	0	42
2019.08.07	03:18:00	1.79785	1.79787	1.79772	1.79785	18	0	46
2019.08.07	03:19:00	1.79785	1.79822	1.79785	1.79812	22	0	43
2019.08.07	03:20:00	1.79811	1.79817	1.79790	1.79811	26	0	45
2019.08.07	03:21:00	1.79811	1.79833	1.79810	1.79830	25	0	45
2019.08.07	03:22:00	1.79837	1.79854	1.79836	1.79837	18	0	42
2019.08.07	03:23:00	1.79837	1.79837	1.79811	1.79811	16	0	45
2019.08.07	03:24:00	1.79810	1.79831	1.79804	1.79831	19	0	42
2019.08.07	03:25:00	1.79835	1.79865	1.79835	1.79853	28	0	42
2019.08.07	03:26:00	1.79856	1.79857	1.79842	1.79851	19	0	44
2019.08.07	03:27:00	1.79850	1.79890	1.79847	1.79887	23	0	44
2019.08.07	03:28:00	1.79887	1.79913	1.79862	1.79910	38	0	44
2019.08.07	03:29:00	1.79910	1.79923	1.79885	1.79903	56	0	39
2019.08.07	03:30:00	1.79903	1.79922	1.79881	1.79881	56	0	40
2019.08.07	03:31:00	1.79910	1.79945	1.79890	1.79932	45	0	38
2019.08.07	03:32:00	1.79931	1.79960	1.79914	1.79952	48	0	38
2019.08.07	03:33:00	1.79951	1.79965	1.79945	1.79958	41	0	39
2019.08.07	03:34:00	1.79958	1.79966	1.79928	1.79959	50	0	40
2019.08.07	03:35:00	1.79959	1.80006	1.79955	1.79985	39	0	39
2019.08.07	03:36:00	1.79982	1.80023	1.79980	1.79996	34	0	35
2019.08.07	03:37:00	1.79995	1.80000	1.79964	1.79966	23	0	46
2019.08.07	03:38:00	1.79953	1.79989	1.79927	1.79987	50	0	43
2019.08.07	03:39:00	1.79986	1.79986	1.79946	1.79951	31	0	38
2019.08.07	03:40:00	1.79952	1.79972	1.79924	1.79972	48	0	40
2019.08.07	03:41:00	1.79970	1.79978	1.79953	1.79960	24	0	40
2019.08.07	03:42:00	1.79957	1.79962	1.79946	1.79951	36	0	39
2019.08.07	03:43:00	1.79950	1.79959	1.79946	1.79954	35	0	40
2019.08.07	03:44:00	1.79954	1.79962	1.79933	1.79934	33	0	42
2019.08.07	03:45:00	1.79934	1.79937	1.79920	1.79921	28	0	41
2019.08.07	03:46:00	1.79921	1.79921	1.79896	1.79898	35	0	42
2019.08.07	03:47:00	1.79898	1.79905	1.79888	1.79890	37	0	43
2019.08.07	03:48:00	1.79887	1.79903	1.79874	1.79903	36	0	38
2019.08.07	03:49:00	1.79903	1.79942	1.79903	1.79939	35	0	40
2019.08.07	03:50:00	1.79939	1.79940	1.79913	1.79931	40	0	39
2019.08.07	03:51:00	1.79930	1.79931	1.79903	1.79903	40	0	42
2019.08.07	03:52:00	1.79901	1.79917	1.79894	1.79915	43	0	39
2019.08.07	03:53:00	1.79913	1.79923	1.79909	1.79916	36	0	45
2019.08.07	03:54:00	1.79915	1.79987	1.79914	1.79976	50	0	40
2019.08.07	03:55:00	1.79971	1.79996	1.79927	1.79936	60	0	44
2019.08.07	03:56:00	1.79936	1.79946	1.79925	1.79936	46	0	45
2019.08.07	03:57:00	1.79938	1.79956	1.79881	1.79886	48	0	42
2019.08.07	03:58:00	1.79884	1.79914	1.79880	1.79899	40	0	37
2019.08.07	03:59:00	1.79899	1.79926	1.79890	1.79926	40	0	39
2019.08.07	04:00:00	1.79927	1.79927	1.79894	1.79907	64	0	42
2019.08.07	04:01:00	1.79897	1.79904	1.79876	1.79877	45	0	43
2019.08.07	04:02:00	1.79877	1.79880	1.79838	1.79847	49	0	42
2019.08.07	04:03:00	1.79847	1.79847	1.79808	1.79818	52	0	42
2019.08.07	04:04:00	1.79822	1.79822	1.79799	1.79803	43	0	48
2019.08.07	04:05:00	1.79803	1.79810	1.79797	1.79803	50	0	46
2019.08.07	04:06:00	1.79803	1.79827	1.79792	1.79826	51	0	46
2019.08.07	04:07:00	1.79825	1.79825	1.79792	1.79802	45	0	39
2019.08.07	04:08:00	1.79802	1.79821	1.79790	1.79796	37	0	42
2019.08.07	04:09:00	1.79795	1.79815	1.79758	1.79758	42	0	39
2019.08.07	04:10:00	1.79760	1.79810	1.79760	1.79794	36	0	42
2019.08.07	04:11:00	1.79791	1.79791	1.79771	1.79787	23	0	46
2019.08.07	04:12:00	1.79780	1.79780	1.79766	1.79767	36	0	45
2019.08.07	04:13:00	1.79772	1.79779	1.79738	1.79761	48	0	42
2019.08.07	04:14:00	1.79760	1.79785	1.79725	1.79739	51	0	41
2019.08.07	04:15:00	1.79738	1.79897	1.79725	1.79848	71	0	45
2019.08.07	04:16:00	1.79848	1.79848	1.79767	1.79809	69	0	47
2019.08.07	04:17:00	1.79810	1.79811	1.79733	1.79750	60	0	43
2019.08.07	04:18:00	1.79751	1.79828	1.79726	1.79803	48	0	46
2019.08.07	04:19:00	1.79797	1.79813	1.79766	1.79809	50	0	42
2019.08.07	04:20:00	1.79808	1.79828	1.79779	1.79786	29	0	44
2019.08.07	04:21:00	1.79767	1.79812	1.79767	1.79772	28	0	42
2019.08.07	04:22:00	1.79768	1.79819	1.79751	1.79779	38	0	41
2019.08.07	04:23:00	1.79779	1.79796	1.79770	1.79776	54	0	43
2019.08.07	04:24:00	1.79776	1.79797	1.79771	1.79786	55	0	41
2019.08.07	04:25:00	1.79768	1.79799	1.79760	1.79760	54	0	43
2019.08.07	04:26:00	1.79749	1.79756	1.79728	1.79748	54	0	41
2019.08.07	04:27:00	1.79749	1.79790	1.79744	1.79773	30	0	40
2019.08.07	04:28:00	1.79774	1.79805	1.79774	1.79791	28	0	39
2019.08.07	04:29:00	1.79777	1.79780	1.79743	1.79763	48	0	38
2019.08.07	04:30:00	1.79755	1.79779	1.79738	1.79750	37	0	42
2019.08.07	04:31:00	1.79750	1.79750	1.79698	1.79700	31	0	43
2019.08.07	04:32:00	1.79698	1.79698	1.79623	1.79667	53	0	41
2019.08.07	04:33:00	1.79653	1.79685	1.79648	1.79683	58	0	39
2019.08.07	04:34:00	1.79683	1.79723	1.79674	1.79723	44	0	41
2019.08.07	04:35:00	1.79723	1.79749	1.79722	1.79727	45	0	41
2019.08.07	04:36:00	1.79726	1.79788	1.79726	1.79767	33	0	39
2019.08.07	04:37:00	1.79774	1.79819	1.79774	1.79796	44	0	34
2019.08.07	04:38:00	1.79794	1.79805	1.79759	1.79788	52	0	40
2019.08.07	04:39:00	1.79776	1.79783	1.79727	1.79741	49	0	40
2019.08.07	04:40:00	1.79742	1.79779	1.79738	1.79744	48	0	40
2019.08.07	04:41:00	1.79734	1.79748	1.79719	1.79730	50	0	40
2019.08.07	04:42:00	1.79731	1.79752	1.79725	1.79750	45	0	40
2019.08.07	04:43:00	1.79751	1.79751	1.79725	1.79735	35	0	41
2019.08.07	04:44:00	1.79724	1.79764	1.79719	1.79738	30	0	39
2019.08.07	04:45:00	1.79739	1.79739	1.79714	1.79724	50	0	39
2019.08.07	04:46:00	1.79723	1.79760	1.79722	1.79750	43	0	44
2019.08.07	04:47:00	1.79750	1.79773	1.79739	1.79742	42	0	45
2019.08.07	04:48:00	1.79741	1.79771	1.79725	1.79761	39	0	37
2019.08.07	04:49:00	1.79762	1.79803	1.79762	1.79780	43	0	37
2019.08.07	04:50:00	1.79782	1.79799	1.79781	1.79787	39	0	39
2019.08.07	04:51:00	1.79786	1.79805	1.79786	1.79798	27	0	40
2019.08.07	04:52:00	1.79797	1.79825	1.79763	1.79764	39	0	30
2019.08.07	04:53:00	1.79762	1.79798	1.79731	1.79743	64	0	39
2019.08.07	04:54:00	1.79743	1.79759	1.79729	1.79754	38	0	37
2019.08.07	04:55:00	1.79756	1.79794	1.79752	1.79752	50	0	37
2019.08.07	04:56:00	1.79759	1.79759	1.79718	1.79721	33	0	34
2019.08.07	04:57:00	1.79706	1.79723	1.79636	1.79636	35	0	40
2019.08.07	04:58:00	1.79636	1.79660	1.79592	1.79627	41	0	37
2019.08.07	04:59:00	1.79632	1.79632	1.79569	1.79589	25	0	52
2019.08.07	05:00:00	1.79587	1.80351	1.79587	1.80270	88	0	32
2019.08.07	05:01:00	1.80270	1.80338	1.79985	1.80319	83	0	30
2019.08.07	05:02:00	1.80347	1.80347	1.80271	1.80272	72	0	45
2019.08.07	05:03:00	1.80272	1.80282	1.79939	1.80078	79	0	47
2019.08.07	05:04:00	1.80083	1.80228	1.80058	1.80226	92	0	46
2019.08.07	05:05:00	1.80242	1.80340	1.80231	1.80297	73	0	31
2019.08.07	05:06:00	1.80298	1.80306	1.80091	1.80176	72	0	49
2019.08.07	05:07:00	1.80185	1.80233	1.80174	1.80196	40	0	46
2019.08.07	05:08:00	1.80195	1.80237	1.80157	1.80190	51	0	51
2019.08.07	05:09:00	1.80192	1.80288	1.80182	1.80286	56	0	36
2019.08.07	05:10:00	1.80271	1.80290	1.80234	1.80282	69	0	44
2019.08.07	05:11:00	1.80282	1.80355	1.80277	1.80355	52	0	40
2019.08.07	05:12:00	1.80355	1.80488	1.80355	1.80384	84	0	40
2019.08.07	05:13:00	1.80365	1.80378	1.80320	1.80320	29	0	40
2019.08.07	05:14:00	1.80320	1.80531	1.80320	1.80494	65	0	43
2019.08.07	05:15:00	1.80494	1.80494	1.80389	1.80399	63	0	42
2019.08.07	05:16:00	1.80395	1.80440	1.80375	1.80384	55	0	47
2019.08.07	05:17:00	1.80386	1.80415	1.80383	1.80407	41	0	42
2019.08.07	05:18:00	1.80407	1.80492	1.80402	1.80488	40	0	44
2019.08.07	05:19:00	1.80504	1.80523	1.80480	1.80505	43	0	41
2019.08.07	05:20:00	1.80505	1.80552	1.80458	1.80461	62	0	45
2019.08.07	05:21:00	1.80460	1.80559	1.80460	1.80544	56	0	42
2019.08.07	05:22:00	1.80545	1.80579	1.80519	1.80572	35	0	44
2019.08.07	05:23:00	1.80572	1.80592	1.80532	1.80590	37	0	42
2019.08.07	05:24:00	1.80587	1.80587	1.80538	1.80541	36	0	38
2019.08.07	05:25:00	1.80546	1.80935	1.80546	1.80866	84	0	35
2019.08.07	05:26:00	1.80856	1.80884	1.80820	1.80851	69	0	45
2019.08.07	05:27:00	1.80853	1.80880	1.80832	1.80835	59	0	48
2019.08.07	05:28:00	1.80839	1.80889	1.80839	1.80884	43	0	45
2019.08.07	05:29:00	1.80884	1.80992	1.80873	1.80950	70	0	41
2019.08.07	05:30:00	1.80943	1.80984	1.80914	1.80927	56	0	40
2019.08.07	05:31:00	1.80933	1.80937	1.80872	1.80897	42	0	42
2019.08.07	05:32:00	1.80897	1.80926	1.80855	1.80908	55	0	45
2019.08.07	05:33:00	1.80911	1.80914	1.80850	1.80850	41	0	30
2019.08.07	05:34:00	1.80826	1.80872	1.80826	1.80863	42	0	46
2019.08.07	05:35:00	1.80861	1.80901	1.80850	1.80869	66	0	45
2019.08.07	05:36:00	1.80869	1.80962	1.80869	1.80954	49	0	35
2019.08.07	05:37:00	1.80949	1.80960	1.80907	1.80922	51	0	45
2019.08.07	05:38:00	1.80921	1.80928	1.80872	1.80910	46	0	42
2019.08.07	05:39:00	1.80898	1.80931	1.80883	1.80910	63	0	43
2019.08.07	05:40:00	1.80909	1.80932	1.80881	1.80901	51	0	47
2019.08.07	05:41:00	1.80916	1.80950	1.80904	1.80931	53	0	44
2019.08.07	05:42:00	1.80925	1.80931	1.80900	1.80925	45	0	44
2019.08.07	05:43:00	1.80925	1.80925	1.80779	1.80809	54	0	34
2019.08.07	05:44:00	1.80809	1.80809	1.80741	1.80761	47	0	40
2019.08.07	05:45:00	1.80776	1.80811	1.80776	1.80805	37	0	42
2019.08.07	05:46:00	1.80805	1.80893	1.80805	1.80877	35	0	39
2019.08.07	05:47:00	1.80877	1.80922	1.80866	1.80877	34	0	46
2019.08.07	05:48:00	1.80884	1.80899	1.80852	1.80868	34	0	44
2019.08.07	05:49:00	1.80868	1.80918	1.80868	1.80912	20	0	45
2019.08.07	05:50:00	1.80916	1.80918	1.80876	1.80885	47	0	46
2019.08.07	05:51:00	1.80885	1.80923	1.80868	1.80904	77	0	41
2019.08.07	05:52:00	1.80909	1.81015	1.80905	1.80999	46	0	42
2019.08.07	05:53:00	1.81005	1.81020	1.80969	1.81007	35	0	44
2019.08.07	05:54:00	1.80992	1.81031	1.80991	1.80998	27	0	49
2019.08.07	05:55:00	1.80998	1.81004	1.80977	1.80994	27	0	45
2019.08.07	05:56:00	1.80996	1.81000	1.80960	1.80974	49	0	43
2019.08.07	05:57:00	1.80974	1.80988	1.80965	1.80982	32	0	42
2019.08.07	05:58:00	1.80982	1.80996	1.80928	1.80966	56	0	45
2019.08.07	05:59:00	1.80966	1.80966	1.80912	1.80919	45	0	46
2019.08.07	06:00:00	1.80890	1.80908	1.80887	1.80904	20	0	44
2019.08.07	06:01:00	1.80904	1.80932	1.80904	1.80932	26	0	43
2019.08.07	06:02:00	1.80941	1.80985	1.80923	1.80953	44	0	33
2019.08.07	06:03:00	1.80950	1.80958	1.80950	1.80954	16	0	40
2019.08.07	06:04:00	1.80954	1.80980	1.80954	1.80972	19	0	47
2019.08.07	06:05:00	1.80978	1.81024	1.80932	1.81014	51	0	41
2019.08.07	06:06:00	1.81014	1.81166	1.81010	1.81163	51	0	41
2019.08.07	06:07:00	1.81163	1.81216	1.81099	1.81205	49	0	37
2019.08.07	06:08:00	1.81205	1.81362	1.81205	1.81341	75	0	39
2019.08.07	06:09:00	1.81341	1.81349	1.81307	1.81307	61	0	36
2019.08.07	06:10:00	1.81303	1.81315	1.81286	1.81313	41	0	47
2019.08.07	06:11:00	1.81313	1.81340	1.81305	1.81340	24	0	48
2019.08.07	06:12:00	1.81340	1.81411	1.81340	1.81398	44	0	42
2019.08.07	06:13:00	1.81398	1.81417	1.81331	1.81400	58	0	46
2019.08.07	06:14:00	1.81405	1.81563	1.81372	1.81466	77	0	50
2019.08.07	06:15:00	1.81453	1.81638	1.81453	1.81615	74	0	49
2019.08.07	06:16:00	1.81620	1.81825	1.81605	1.81772	90	0	53
2019.08.07	06:17:00	1.81772	1.81803	1.81640	1.81661	75	0	39
2019.08.07	06:18:00	1.81660	1.81731	1.81633	1.81724	81	0	51
2019.08.07	06:19:00	1.81725	1.82028	1.81721	1.81857	101	0	50
2019.08.07	06:20:00	1.81857	1.81898	1.81710	1.81736	84	0	51
2019.08.07	06:21:00	1.81736	1.81783	1.81617	1.81709	72	0	37
2019.08.07	06:22:00	1.81707	1.81721	1.81604	1.81676	58	0	30
2019.08.07	06:23:00	1.81647	1.81665	1.81614	1.81648	49	0	46
2019.08.07	06:24:00	1.81648	1.81664	1.81555	1.81626	54	0	46
2019.08.07	06:25:00	1.81608	1.81626	1.81558	1.81588	58	0	42
2019.08.07	06:26:00	1.81583	1.81606	1.81576	1.81603	47	0	51
2019.08.07	06:27:00	1.81597	1.81701	1.81597	1.81662	73	0	49
2019.08.07	06:28:00	1.81660	1.81696	1.81653	1.81671	52	0	48
2019.08.07	06:29:00	1.81672	1.81751	1.81672	1.81746	49	0	41
2019.08.07	06:30:00	1.81745	1.81771	1.81745	1.81766	47	0	47
2019.08.07	06:31:00	1.81763	1.81763	1.81656	1.81685	58	0	46
2019.08.07	06:32:00	1.81685	1.81709	1.81665	1.81708	35	0	45
2019.08.07	06:33:00	1.81708	1.81844	1.81687	1.81760	60	0	48
2019.08.07	06:34:00	1.81742	1.81803	1.81713	1.81792	45	0	51
2019.08.07	06:35:00	1.81792	1.81793	1.81758	1.81780	38	0	51
2019.08.07	06:36:00	1.81781	1.81781	1.81732	1.81737	29	0	54
2019.08.07	06:37:00	1.81736	1.81737	1.81698	1.81698	39	0	54
2019.08.07	06:38:00	1.81698	1.81698	1.81606	1.81606	52	0	50
2019.08.07	06:39:00	1.81616	1.81629	1.81599	1.81628	51	0	51
2019.08.07	06:40:00	1.81629	1.81629	1.81620	1.81621	30	0	49
2019.08.07	06:41:00	1.81620	1.81665	1.81595	1.81603	47	0	48
2019.08.07	06:42:00	1.81600	1.81615	1.81492	1.81494	42	0	49
2019.08.07	06:43:00	1.81494	1.81582	1.81399	1.81419	55	0	46
2019.08.07	06:44:00	1.81432	1.81450	1.81385	1.81414	52	0	48
2019.08.07	06:45:00	1.81411	1.81474	1.81398	1.81457	51	0	47
2019.08.07	06:46:00	1.81455	1.81534	1.81448	1.81495	35	0	49
2019.08.07	06:47:00	1.81490	1.81511	1.81479	1.81509	48	0	48
2019.08.07	06:48:00	1.81507	1.81508	1.81452	1.81452	25	0	49
2019.08.07	06:49:00	1.81453	1.81490	1.81451	1.81467	41	0	48
2019.08.07	06:50:00	1.81467	1.81467	1.81430	1.81435	48	0	51
2019.08.07	06:51:00	1.81436	1.81489	1.81436	1.81461	35	0	53
2019.08.07	06:52:00	1.81462	1.81505	1.81453	1.81497	40	0	45
2019.08.07	06:53:00	1.81496	1.81496	1.81454	1.81460	41	0	49
2019.08.07	06:54:00	1.81462	1.81497	1.81460	1.81490	39	0	49
2019.08.07	06:55:00	1.81486	1.81524	1.81479	1.81486	33	0	35
2019.08.07	06:56:00	1.81483	1.81498	1.81454	1.81471	35	0	49
2019.08.07	06:57:00	1.81463	1.81473	1.81422	1.81422	38	0	38
2019.08.07	06:58:00	1.81422	1.81457	1.81422	1.81451	32	0	43
2019.08.07	06:59:00	1.81454	1.81491	1.81453	1.81459	39	0	41
2019.08.07	07:00:00	1.81460	1.81493	1.81443	1.81480	41	0	40
2019.08.07	07:01:00	1.81467	1.81531	1.81463	1.81522	39	0	38
2019.08.07	07:02:00	1.81522	1.81523	1.81481	1.81488	28	0	44
2019.08.07	07:03:00	1.81489	1.81494	1.81478	1.81483	39	0	46
2019.08.07	07:04:00	1.81483	1.81497	1.81466	1.81467	16	0	45
2019.08.07	07:05:00	1.81467	1.81493	1.81466	1.81493	15	0	44
2019.08.07	07:06:00	1.81491	1.81491	1.81475	1.81486	14	0	41
2019.08.07	07:07:00	1.81478	1.81491	1.81474	1.81484	27	0	41
2019.08.07	07:08:00	1.81484	1.81504	1.81484	1.81485	11	0	46
2019.08.07	07:09:00	1.81482	1.81504	1.81473	1.81492	27	0	48
2019.08.07	07:10:00	1.81490	1.81494	1.81482	1.81488	17	0	49
2019.08.07	07:11:00	1.81486	1.81491	1.81425	1.81425	31	0	39
2019.08.07	07:12:00	1.81425	1.81450	1.81410	1.81411	43	0	45
2019.08.07	07:13:00	1.81402	1.81440	1.81402	1.81422	29	0	43
2019.08.07	07:14:00	1.81422	1.81453	1.81418	1.81445	25	0	40
2019.08.07	07:15:00	1.81445	1.81459	1.81436	1.81455	17	0	44
2019.08.07	07:16:00	1.81454	1.81475	1.81447	1.81467	24	0	44
2019.08.07	07:17:00	1.81467	1.81473	1.81462	1.81467	32	0	45
2019.08.07	07:18:00	1.81474	1.81480	1.81473	1.81473	24	0	45
2019.08.07	07:19:00	1.81473	1.81501	1.81473	1.81473	31	0	45
2019.08.07	07:20:00	1.81469	1.81493	1.81469	1.81493	27	0	45
2019.08.07	07:21:00	1.81489	1.81510	1.81478	1.81508	30	0	43
2019.08.07	07:22:00	1.81510	1.81515	1.81500	1.81500	31	0	47
2019.08.07	07:23:00	1.81501	1.81509	1.81480	1.81483	41	0	41
2019.08.07	07:24:00	1.81484	1.81486	1.81474	1.81474	30	0	42
2019.08.07	07:25:00	1.81474	1.81474	1.81470	1.81470	13	0	40
2019.08.07	07:26:00	1.81470	1.81477	1.81470	1.81473	29	0	39
2019.08.07	07:27:00	1.81473	1.81480	1.81473	1.81478	16	0	43
2019.08.07	07:28:00	1.81478	1.81509	1.81478	1.81503	24	0	40
2019.08.07	07:29:00	1.81502	1.81502	1.81483	1.81500	23	0	37
2019.08.07	07:30:00	1.81500	1.81526	1.81498	1.81517	44	0	39
2019.08.07	07:31:00	1.81517	1.81545	1.81514	1.81528	34	0	37
2019.08.07	07:32:00	1.81526	1.81551	1.81526	1.81546	25	0	41
2019.08.07	07:33:00	1.81546	1.81551	1.81537	1.81538	23	0	42
2019.08.07	07:34:00	1.81537	1.81541	1.81525	1.81534	26	0	45
2019.08.07	07:35:00	1.81534	1.81555	1.81534	1.81550	17	0	47
2019.08.07	07:36:00	1.81550	1.81550	1.81513	1.81513	23	0	46
2019.08.07	07:37:00	1.81513	1.81513	1.81498	1.81498	24	0	43
2019.08.07	07:38:00	1.81498	1.81498	1.81477	1.81479	18	0	45
2019.08.07	07:39:00	1.81478	1.81503	1.81478	1.81500	23	0	46
2019.08.07	07:40:00	1.81500	1.81514	1.81499	1.81509	44	0	48
2019.08.07	07:41:00	1.81509	1.81519	1.81494	1.81503	21	0	37
